Book,Chapter,Verse,GenZ,Norm
Ecclesiastes,11,4,One generation goes bye-bye and another generation pops up: but the earth stays chillin' for always.,"{One} generation passeth away, and {another} generation cometh: but the earth abideth for ever."
Ecclesiastes,11,5,"Yo, the sun be out here rising and setting, like it's on a mission to get back to where it started. It be hustlin', you feel me? 💫 {hasteth: Hebrew word for panteth}","The sun also ariseth, and the sun goeth down, and hasteth to his place where he arose. {hasteth: Heb. panteth}"
Ecclesiastes,11,6,"The wind moves to the south and then changes direction towards the north; it keeps on swirling around and around, following its set course.","The wind goeth toward the south, and turneth about unto the north; it whirleth about continually, and the wind returneth again according to his circuits."
Ecclesiastes,11,7,"Yo, all the rivers be flowin' into the sea, but the sea never be gettin' full, you know? It's like, they go back to where they started, man. They always return, like, they hit that reverse button or somethin'. It's crazy how nature works, huh? 🌊","All the rivers run into the sea; yet the sea {is} not full; unto the place from whence the rivers come, thither they return again. {return...: Heb. return to go}"
Ecclesiastes,11,8,"Dude, life is a never-ending grind; you can't even explain it. Like, your eyes always want to see more and your ears can never get enough.","All things {are} full of labour; man cannot utter {it}: the eye is not satisfied with seeing, nor the ear filled with hearing."
Ecclesiastes,11,9,"What has happened before will happen again, and what has been done will be done again; there's nothing new in this world.","The thing that hath been, it {is that} which shall be; and that which is done {is} that which shall be done: and {there is} no new {thing} under the sun."
Ecclesiastes,11,10,"Like, is there anything that we can be all like, 'Yo, this is totally new'? Naw dude, it's been around since ancient times, way before us.","Is there {any} thing whereof it may be said, See, this {is} new? it hath been already of old time, which was before us."
Ecclesiastes,11,11,"Like, we won't even remember what happened in the past, and future generations won't remember what happens to us in the future.",{There is} no remembrance of former {things}; neither shall there be {any} remembrance of {things} that are to come with {those} that shall come after.
Ecclesiastes,11,12,"Yo, I, the Preacher, was the boss ruling over Israel in Jerusalem.",I the Preacher was king over Israel in Jerusalem.
Ecclesiastes,11,13,"So, like, I totally dedicated myself to find out everything there is to know about life and stuff with wisdom. It's like a serious grind that God handed over to us humans to deal with and learn from. Yeah, He's got our backs and all, but it's definitely not a piece of cake, ya know?","And I gave my heart to seek and search out by wisdom concerning all {things} that are done under heaven: this sore travail hath God given to the sons of man to be exercised therewith. {to be...: or, to afflict them}"
Ecclesiastes,11,14,"Yo, I've peeped all the stuff people be doin' in this world, and lemme tell ya, it's all just meaningless and straight-up frustrating for the soul.","I have seen all the works that are done under the sun; and, behold, all {is} vanity and vexation of spirit."
Ecclesiastes,11,15,"No matter how you spin it, you can't straighten out something that's already crooked. And there's no point in trying to count what's missing, because it's just impossible.",{That which is} crooked cannot be made straight: and that which is wanting cannot be numbered. {that which is wanting: Heb. defect}
Ecclesiastes,11,16,"So, like, I had this deep conversation with myself, you know? And I was like, 'OMG, I'm totally living the good life and I've gained way more wisdom than all those who came before me in this city, like no competition!' And my heart seriously had a ton of experience with wisdom and knowledge, like for real.","I communed with mine own heart, saying, Lo, I am come to great estate, and have gotten more wisdom than all {they} that have been before me in Jerusalem: yea, my heart had great experience of wisdom and knowledge. {had...: Heb. had seen much}"
Ecclesiastes,11,17,"So, like, I totally dedicated myself to seeking wisdom, and also to understand the ways of madness and foolishness. And, like, honestly, I realized that it's all just, like, a major headache.","And I gave my heart to know wisdom, and to know madness and folly: I perceived that this also is vexation of spirit."
Ecclesiastes,11,18,"Yo, like, the more knowledge you gain, the more you realize how messed up things can be, and that can seriously bum you out, ya know?",For in much wisdom {is} much grief: and he that increaseth knowledge increaseth sorrow.
Isaiah,11,2,"Listen up, fam: pay attention, earth! The Lord has something to say. I've been taking care of these kids, raising them right, but guess what? They straight up disobeyed me.","Hear, O heavens, and give ear, O earth: for the LORD hath spoken, I have nourished and brought up children, and they have rebelled against me."
Isaiah,11,3,"The ox is totally aware of who owns it, and the donkey knows exactly where its master's food is kept. But, unfortunately, Israel is clueless, and my people just don't bother to think about it.","The ox knoweth his owner, and the ass his master's crib: {but} Israel doth not know, my people doth not consider."
Isaiah,11,4,"Yo, this nation is straight up sinful, like, full of wickedness. They're like a bunch of troublemakers, corrupt kids that have totally turned their backs on the LORD. They've seriously ticked off the Holy One of Israel and completely distanced themselves from Him.","Ah sinful nation, a people laden with iniquity, a seed of evildoers, children that are corrupters: they have forsaken the LORD, they have provoked the Holy One of Israel unto anger, they are gone away backward. {laden: Heb. of heaviness} {gone...: Heb. alienated, or, separated}"
Isaiah,11,5,"Yo, why keep getting punished? Y'all just gonna rebel harder: the whole crew is messed up, everyone's hearts are weak.","Why should ye be stricken any more? ye will revolt more and more: the whole head is sick, and the whole heart faint. {revolt...: Heb. increase revolt}"
Isaiah,11,6,"From head to toe, this whole body is a hot mess. It's all about wounds, bruises, and nasty sores - and not a single one of them is healing up, getting bandaged, or soothed with some nice ointment.","From the sole of the foot even unto the head {there is} no soundness in it; {but} wounds, and bruises, and putrifying sores: they have not been closed, neither bound up, neither mollified with ointment. {ointment: or, oil}"
Isaiah,11,7,"Bruh, your whole country is like, deserted and empty. Your cities straight up got torched, man. Strangers be coming in and taking over your land right in front of you, and now it's all wrecked and ruined. Like, totally messed up by these outsiders, you know?","Your country {is} desolate, your cities {are} burned with fire: your land, strangers devour it in your presence, and {it is} desolate, as overthrown by strangers. {overthrown...: Heb. the overthrow of}"
Isaiah,11,8,"Yo, the daughter of Zion be straight chillin' like a cute lil' cottage in a vineyard, or maybe like a cozy lodge in a garden of cucumbers, feel me? It's like she's holdin' it down in a totally surrounded city, under siege and all.","And the daughter of Zion is left as a cottage in a vineyard, as a lodge in a garden of cucumbers, as a besieged city."
